Threshold,FPR,TPR,Precision,Recall,F1,MCC
0.02605,0.0163753165191278,0.98428781459579,0.847356555444038,0.98428781459579,0.910703787027492,0.904843190882378
0.02615,0.0163531860258657,0.984264028736968,0.847528270464428,0.984264028736968,0.910792768721076,0.90493308122341
0.02635,0.0163089671826278,0.984212635310592,0.84787110014379,0.984212635310592,0.910968678698789,0.905110515456871
0.02655,0.0162652645946481,0.984164036865229,0.848210522279429,0.984164036865229,0.91114372610342,0.905287295981727
0.02665,0.0162429286528648,0.984137341944537,0.848383872665293,0.984137341944537,0.911232287775944,0.90537660474663
0.02685,0.0161999688403076,0.984088572377887,0.848717847554951,0.984088572377887,0.911403982295731,0.905549982812788
0.02695,0.0161781491537826,0.984063702750917,0.848887576972702,0.984063702750917,0.91149116886617,0.905638032073248
0.02715,0.0161360269390422,0.984013450133118,0.849215158807097,0.984013450133118,0.911658408828996,0.905806780932306
0.02725,0.016114681364489,0.983988466425291,0.849381333996923,0.983988466425291,0.911743431202395,0.905892623498517
0.02745,0.0160728752243965,0.98393878421178,0.849706910123374,0.98393878421178,0.91190963081478,0.906060397047964
0.02765,0.016031695965689,0.983888987917411,0.85002776922224,0.983888987917411,0.912072980745525,0.906225264962082
0.02775,0.0160106348583189,0.983865601341591,0.850192248145466,0.983865601341591,0.912157604746808,0.906310853192218
0.02795,0.0159704090914658,0.983819056351666,0.850506351522408,0.983819056351666,0.91231834066523,0.906473302826916
0.02815,0.015930151717148,0.983770971270162,0.850820769965623,0.983770971270162,0.912478516535886,0.90663510613968
0.02825,0.0159098386531111,0.983745474198475,0.850979360032826,0.983745474198475,0.912558742814804,0.9067160655588
0.02845,0.0158702819109294,0.983693225165667,0.851288050252498,0.983693225165667,0.91271371421165,0.906872277474389
0.02865,0.0158306566859073,0.983645596407594,0.851598137662458,0.983645596407594,0.912871399552873,0.907031631676381
0.02875,0.0158112128271521,0.983622437993489,0.851750416618858,0.983622437993489,0.912948907630613,0.907109989497494
0.02895,0.0157723356454633,0.983576691569567,0.852055148399699,0.983576691569567,0.9131042136552,0.907267066752151
0.02915,0.015733732395136,0.983527294558201,0.852357468582649,0.983527294558201,0.913256487446814,0.907420806536775
0.02925,0.0157144781811695,0.983504079103667,0.852508530782137,0.983504079103667,0.913333179718254,0.90749836024748
0.02945,0.0156763859181896,0.983457762275457,0.852807519443058,0.983457762275457,0.913484759607538,0.907651637935284
0.02965,0.0156385886582144,0.983409163830094,0.853104091376137,0.983409163830094,0.913633897040432,0.907802276606408
